"","Cntrl001ARM","Cntrl001PA","Cntrl002ARM","Cntrl002PA","Cntrl003ARM","Cntrl003PA","Cntrl004ARM","Cntrl004PA","Cntrl005ARM","Cntrl005PA","Cntrl007ARM","Cntrl007PA","Cntrl008ARM","Cntrl008PA","phvted1155ARM","phvted1155PA","phvted1163ARM","phvted1163PA","phvted1171ARM","phvted1171PA","phvted1173ARM","phvted1173PA","phvted1183ARM","phvted1183PA","phvted1192ARM","phvted1192PA","phvted1208ARM","phvted1208PA","phvted1210ARM","phvted1210PA","phvted1213ARM","phvted1213PA","phvted1216ARM","phvted1216PA","phvted1217ARM","phvted1217PA","phvted1220ARM","phvted1220PA","phvted1229ARM","phvted1229PA","phvted1232ARM","phvted1232PA","phvted1233ARM","phvted1233PA","phvted1234ARM","phvted1234PA","phvted1235ARM","phvted1235PA","phvted1236ARM","phvted1236PA","phvted1252ARM","phvted1252PA","phvted1253ARM","phvted1253PA","phvted1254ARM","phvted1254PA","phvted1262ARM","phvted1262PA","phvted1263ARM","phvted1263PA"
"AKNA",3333.15774500027,3627.86692807003,4135.15967976955,3597.24091610806,5074.88247640544,5183.65074272479,3648.86920034081,3962.70600361757,3551.67698569866,3573.40436472115,4074.58621724093,4013.0523127139,3919.06462270475,4399.82041302703,3245.83606188185,3220.94028199159,3960.31266065748,3801.4420629947,3823.46393427107,3855.90987004777,4200.40757786514,4150.81931851405,3381.37861263477,3455.92223953525,4000.03499830688,3918.94792118281,3985.64216667304,3792.53852977297,3687.54232348509,3962.1387665327,3507.05837676969,3520.31921109594,3470.80817172227,3330.2653480982,3206.59450910919,3404.07805158177,3148.57866590341,3331.94775158744,3332.40238556656,3411.14259905509,3709.10072949251,3620.55685513882,4134.93641280504,3589.27824720813,3258.5652264619,3262.56251349333,2565.46415706424,2765.70692597361,4142.79090834521,3988.69291924552,3610.4820265854,3646.63277288407,3727.79738054934,4005.18106809827,3254.62039863735,3150.93826066269,3069.00581208274,3000.6655295384,3492.06773204974,2948.41143224705
"AKR1C1",3.67290109641903,2.23322063900894,27.0680140166184,1.09106488204673,5.76145598078196,18.3962368629823,13.6734927207632,3.84822141647737,0,0,0,1.12536520266795,0,16.5329090202988,0,0,3.10551865176043,0.921115110975213,0,0,1.66947836958074,0,1.97510432981003,0,0,4.68773674782632,0,0,0,0,0.891020929057339,0,0,0,0.745546270427619,0,0,0,0,1.10179024517283,1.56998972676932,2.08137789890131,0,0.978004971991317,6.62887433456359,0,0,0,0,0,0,0,0,0,3.44769110025143,3.13942702822586,0,1.31320154465575,8.61175766226816,0
"ALAS1",369.126560190113,418.728869814177,623.6053998444,429.879563526411,531.974435558868,413.915329417102,532.289538058282,692.679854965926,620.107652764356,618.716656789175,634.113577304055,395.003186136449,415.468657359057,579.685122524228,335.517400055819,326.070497683099,357.134644952449,340.812591060829,209.417941628125,201.57228682454,389.823199297102,412.444207270027,334.780183902799,277.310256000592,513.216469248417,514.479108073939,522.315418844518,494.154914366605,376.490335125051,351.407200223716,240.575650845481,297.577299615355,459.622008571395,350.387104329467,486.841714589235,419.927695200881,349.068576036669,409.287699589461,336.748030541463,363.590780907035,419.972251910792,450.618315112133,313.207128136726,305.137551261291,157.199019933936,126.04253395368,490.043361070028,455.701888514513,370.689570280997,320.908879841237,410.383981903806,334.808790664888,391.968651124931,348.5393987832,236.741455550598,259.525967666671,215.909956628937,252.134696573905,352.005594445211,427.921192306672
"ALG3",229.55631852619,243.421049651975,283.173069712315,307.680296737177,374.494638750828,237.107052900661,230.496020150008,266.489333091058,241.384186982098,232.140158512736,474.772216853292,304.973969923014,306.194709122154,289.32590785523,243.330510583613,243.890128348334,246.112353152014,217.38316619015,312.540412884398,288.920277781841,199.502665164898,195.43141216574,237.012519577203,209.11920944307,217.265553343151,206.260416904358,245.79549122095,213.732044262629,196.840837314239,224.936742559654,253.940964781342,217.616052439801,259.12845750733,239.237116551237,199.060854204174,265.588598270707,284.42624714099,193.114618820379,213.474197932535,174.082858737308,215.088592567396,227.910879929693,210.812490092027,224.941143558003,223.487763279572,193.911590697969,237.273959411377,219.484926865522,244.744439173477,207.124013858749,201.828187821544,237.82387649244,194.229242049966,201.467860568324,243.636837751101,252.200637934144,242.548198031208,231.123471859413,195.917486816601,279.926999793105
"ALK",0.918225274104758,7.81627223653131,0,0,0,2.04402631810915,4.88339025741543,0.962055354119342,5.82651485818858,0.971297734362912,1.08395483299838,0,1.1382702941344,0,5.35970287629104,5.30195931192031,4.65827797764064,2.76334533292564,0.793249778894412,0,3.33895673916148,10.790691469274,8.88796948414512,2.72764186230091,14.0929007573936,12.8912760565224,5.12073940043645,3.21401570319743,2.57870092551405,0,0.891020929057339,8.09734148613212,4.72862148736003,4.23428524869447,2.23663881128286,6.26757754031166,4.97248683812919,4.80384623931292,7.01558396961382,8.81432196138267,6.27995890707726,7.28482264615457,2.00773800087645,4.89002485995659,5.68189228676879,1.93911590697969,13.5585119663644,8.85813606183719,8.03905092175656,5.33366559292915,3.36380313035907,6.74677663808339,18.7208907999967,8.05871442273295,2.29846073350095,5.23237838037644,8.41207623229623,13.1320154465575,2.15293941556704,9.17793441944606
"ALKBH6",38.5654615123998,27.9152579876118,22.9037041679079,57.8264387484765,163.241252788822,31.6824079306917,19.5335610296617,65.4197640801152,34.9590891491315,33.9954207027019,88.8842963058675,48.3907037147217,166.187462943623,106.430601818174,34.3020984082626,38.4392050114223,45.0300204505262,55.2669066585128,31.7299911557765,43.6739954786504,47.580133533051,37.1679372830548,53.3278169048707,31.8224883935106,31.7090267041356,38.6738281695672,29.8709798358793,33.747164883573,43.8379157337388,19.8739290614955,40.0959418075802,40.4867074306606,48.2319391710724,38.1085672382502,27.5852120058219,32.1213348940973,29.8349210287752,43.2346161538163,34.0756935666957,40.7662390713948,36.1097637156943,29.1392905846183,38.1470220166525,48.9002485995659,23.6745511948699,55.2648033489212,45.5178616013662,45.2749176493901,31.2629758068311,36.4467148850159,15.6977479416757,27.830453632094,42.1220042999926,34.249536296615,28.7307591687619,31.3942702822586,40.6583684560985,23.6376278038036,18.2999850323198,25.2393196534767
"AMER3",9.18225274104758,13.3993238340537,0,0,1.92048532692732,1.02201315905457,3.90671220593234,0.962055354119342,2.49707779636653,1.94259546872582,2.16790966599677,1.12536520266795,6.82962176480642,0,11.7913463278403,11.9294084518207,0.776379662940106,5.52669066585127,6.3459982311553,2.51965358530675,6.67791347832295,13.1886229068904,9.87552164905013,9.09213954100302,9.39526717159573,21.0948153652185,6.82765253391527,10.4455510353917,3.4382679006854,1.80672082377232,4.45510464528669,9.10950917189863,4.72862148736003,4.23428524869447,3.72773135213809,0,8.95047630863255,9.60769247862584,2.00445256274681,7.71253171620983,2.35498459015397,4.16275579780261,6.02321400262934,9.78004971991317,8.52283843015318,4.84778976744923,8.7161862640914,8.85813606183719,3.57291152078069,4.44472132744096,12.3339448113166,5.90342955832297,8.19038972499856,1.00733930284162,11.4923036675048,15.6971351411293,28.0402541076541,10.505612357246,5.3823485389176,4.58896720972303
"AMHR2",0,1.11661031950447,0,0,0,0,0.976678051483085,0,0.832359265455511,0.971297734362912,0,0,0,0,1.07194057525821,0,3.88189831470053,0.921115110975213,3.96624889447206,0,1.66947836958074,2.39793143761644,4.93776082452507,0,0,2.34386837391316,2.56036970021823,0,0,0.90336041188616,0.891020929057339,1.01216768576651,0,0,0,3.91723596269479,0,0.960769247862584,5.01113140686701,0,2.35498459015397,1.04068894945065,0,0,1.8939640955896,0,6.7792559831822,2.9527120206124,0,0,0,0.843347079760424,3.51016702499938,0,2.29846073350095,0,8.41207623229623,5.25280617862302,4.30587883113408,0
"ANAPC15",745.598922573063,779.394003014122,426.841759492828,571.717998192485,587.66851003976,632.62614545478,880.963602437743,684.021356778852,635.92247880801,594.434213430102,820.553808579777,721.359094910154,797.927476188217,672.682735763409,850.048876179759,744.925283324804,778.708801928927,850.189247430121,895.579000371791,947.389748075339,974.975367835151,967.565335078232,815.718088211541,828.293912185375,736.354064573815,755.897550586994,731.412277695673,743.241131364406,819.167327338296,851.868868408648,792.117605931974,814.794987042044,658.224111040517,914.605613718005,770.894843622158,829.670576898757,811.509851982684,803.20309121312,928.061536551771,934.318127906563,759.090032892964,953.271077696798,804.099069351017,837.172256024568,937.51222731685,898.780222885087,850.312393319139,854.318011297187,813.730598857803,936.058311559066,864.49740450228,765.759148422465,920.833816224838,838.106299964227,848.132010661852,927.177449002705,1047.30349092088,1074.19886352841,709.39353742934,761.768556814023
"ANAPC1P1",1.83645054820952,0,0,0,0,0,0,1.92411070823868,0,0,0,0,0,0,0,10.6039186238406,1.55275932588021,11.0533813317025,7.93249778894412,0,3.33895673916148,0,5.92531298943008,0,17.616125946742,0,0,4.01751962899679,0,12.6470457664062,0,0,0.945724297472007,0,0,12.5351550806233,0,0,18.0400730647212,11.0179024517283,2.35498459015397,12.4882673934078,12.0464280052587,12.7140646358871,0,0,8.7161862640914,4.92118670102066,7.14582304156138,0,8.97014168095751,15.1802474356876,11.7005567499979,12.0880716340994,0,0,7.01006352691353,6.56600772327877,0,0
"ANGEL1",157.934747146018,136.226458979546,241.52997122521,205.120197824785,124.831546250276,161.478079130622,125.991468641318,117.37075320256,140.668715861981,161.235423904243,97.5559349698546,226.198405736257,111.550488825171,182.895306037056,111.481819826854,129.898003142048,112.575051126315,112.376043538976,144.371459758783,162.937598516503,141.905661414363,101.912086098699,154.058137725182,95.4674651805317,155.021908331329,120.709221256528,100.70787487525,79.5468886541364,139.249849977759,134.600701371038,114.050678919339,121.460122291982,86.0609110699526,125.96998614866,130.470597324833,152.772202545097,92.488255189203,86.4692323076325,127.282737734422,159.759585550061,98.9093527864669,90.5399386022068,133.514577058284,110.514561835019,106.061989353017,66.8994987907994,150.112096770463,107.28187008225,139.343549310447,103.11753479663,126.703251243525,156.862556835439,132.216291274977,136.99814518646,132.161492176305,104.647567607529,109.356991019851,98.4901158491816,185.152789738766,143.405225303845
"ANGEL2",285.56806024658,249.004101249497,187.393943191973,364.415670603607,341.846388193063,389.387013599792,296.910127650858,303.047436547593,294.655179971251,261.279090543623,253.645430921622,297.096413504338,225.377518238612,338.924634916126,269.05708438981,238.588169036414,243.006834500253,257.91223107306,254.633179025106,225.089053620737,284.646062013516,288.950738232781,244.912936896443,195.481000131565,198.47501899996,165.242720360878,255.183513455083,294.885940768364,220.049145643865,249.32747368058,268.197299646259,224.701226240166,211.84224263373,250.881400985147,348.915654560126,316.512665785739,246.635347171208,288.230774358775,249.554344061977,267.735029576998,265.328263824014,304.921862189041,251.971119109994,241.567228081855,217.805870992804,298.623849674872,255.674797080014,230.311537607767,274.220959219918,272.016945239387,276.953124399563,265.654330124533,211.780077174963,264.930236647346,219.503000049341,272.083675779575,194.879766048196,211.425448689576,257.276260160261,237.479053103167
"ANKFN1",2.75467582231427,4.46644127801789,0,0,0,0,1.95335610296617,0,0.832359265455511,0,0,0,5.69135147067202,0,4.28776230103283,3.97646948394024,0.776379662940106,2.76334533292564,1.58649955778882,0,1.66947836958074,2.39793143761644,3.95020865962005,0.909213954100302,5.87204198224733,16.4070786173921,0.853456566739409,4.01751962899679,0,7.22688329508928,8.01918836151605,3.03650305729954,8.51151867724806,3.17571393652085,0.745546270427619,2.35034157761687,2.98349210287752,1.92153849572517,3.00667884412021,3.3053707355185,2.35498459015397,5.20344474725326,4.01547600175289,2.93401491597395,1.8939640955896,0,0,8.85813606183719,0.893227880195173,0,0,1.68669415952085,0,3.02201790852486,3.44769110025143,5.23237838037644,4.20603811614812,18.3848216251806,0,3.44172540729227
"ANKFY1",1031.16698281964,978.150639885918,1322.16837696559,1298.36720963561,1529.66656289761,1707.78398878019,1240.38112538352,1376.70121174478,1642.24483074372,1654.12004162004,896.430646889664,1094.98034219591,1143.96164560508,1099.43844984987,1046.21400145201,825.780162831589,1086.15514845321,1055.59791717759,906.684497276313,959.988016001873,909.865711421503,833.281174571712,834.481579344736,944.673298310214,1280.10515212992,1121.54101691745,991.716530551193,1232.57502217622,1120.01576864827,939.494828361606,1054.07775907483,1210.55255217675,883.306493838854,1013.05274575015,1447.10531090001,1400.02013306712,1090.96361228554,1008.80771025571,826.836682133057,834.055215595835,996.943476498516,982.410368281416,914.524659399222,907.588614007943,891.110106974905,857.089230885024,951.032767926417,891.719030224944,1035.25111314621,1080.95622683364,1150.4206705828,1071.8941383755,641.190509899887,654.770546847052,858.475083962606,847.645297620983,629.503704716835,514.775005505056,961.287449050684,819.130646935561
"ANKRD12",2653.67104216275,2333.71556776435,1727.14750975269,3089.89574595633,2179.75084606251,2076.73073919889,2810.87943216832,2238.70280903571,2694.34694227949,2681.753044576,2008.56830554601,2267.61088337591,2475.73788974233,1755.58827659298,2706.64995252697,2472.03852918285,2615.62308444522,2470.43072763552,2268.69436763802,2150.94427732353,2631.93264964403,2580.17422687529,2730.58173596236,2857.65945773725,2319.4565829877,2366.13512346534,2783.12186413721,3226.06826208442,2891.58330447642,3340.62680315502,3047.2915773761,2945.40796558056,2249.8781036859,2889.89968223397,2496.08891339167,2322.13747868547,2632.4345321056,2657.48773958791,2311.13380484707,2054.83880724733,2676.0474892783,2756.78502709478,2554.84660611528,2379.48609685488,2541.69981628124,2515.03333135266,2501.54545779423,2435.00317966502,2754.71478252191,2953.07284995177,2547.52023739193,2770.39515701299,2787.07261784951,2761.11702908888,2960.41742474923,2913.3882821936,2499.78865369736,2466.19250086351,2879.55646832092,2677.66236687339
"ANKRD18A",8.26402746694282,13.3993238340537,17.6983168570197,7.63745417432709,4.8012133173183,6.13207895432744,5.86006830889851,20.2031624365062,9.15595192001062,14.5694660154437,3.25186449899515,1.12536520266795,2.27654058826881,0,4.28776230103283,27.8352863875817,12.4220746070417,11.0533813317025,10.3122471256274,2.51965358530675,10.0168702174844,16.7855200633151,18.7634911331953,11.8197814033039,19.9649427396409,16.4070786173921,8.53456566739409,28.9261413287769,13.7530716027416,11.7436853545201,16.0383767230321,18.2190183437973,27.4260046266882,28.5814254286877,15.65647167898,21.9365213910908,9.94497367625839,19.2153849572517,18.0400730647212,9.9161122065555,2.35498459015397,17.6917121406611,17.0657730074498,22.4941143558003,24.6215332426647,23.2693908837563,5.8107908427276,6.88966138142893,6.25259516136621,19.5567738407402,25.7891573327529,10.9635120368855,23.4011134999959,24.1761432681988,14.9399947677562,16.7436108172046,39.2563557507157,11.8188139019018,12.9176364934022,12.6196598267383
"ANKRD26P1",1.83645054820952,14.5159341535581,0,8.72851905637382,1.92048532692732,0,11.720136617797,0,8.32359265455511,0,2.16790966599677,1.12536520266795,0,0,9.64746517732387,18.5568575917211,3.10551865176043,6.44780577682649,10.3122471256274,4.19942264217792,14.1905661414363,11.9896571880822,4.93776082452507,2.72764186230091,8.22085877514626,17.5790128043487,10.2414788008729,4.82102355479615,12.0339376523989,5.42016247131696,9.80123021963073,4.04867074306606,18.9144859494401,16.9371409947779,4.47327762256571,2.35034157761687,2.98349210287752,11.529230974351,9.02003653236062,14.3232731872468,2.35498459015397,6.24413369670392,3.01160700131467,15.6480795518611,7.57585638235838,4.84778976744923,15.4954422472736,5.90542404122479,6.25259516136621,3.55577706195277,7.84887397083783,3.3733883190417,8.19038972499856,6.04403581704971,13.7907644010057,9.41828108467759,18.2261651699752,13.1320154465575,10.7646970778352,6.88345081458454
"ANKRD28",109.268807618466,156.325444730626,57.2592604197696,205.120197824785,154.599068817649,112.421447496003,65.4374294493667,109.674310369605,91.5595192001062,135.981682810808,286.164075911573,331.982734787044,125.209732354784,98.1641473080244,114.697641552628,59.6470422591035,67.5450306757892,52.5035613255871,46.0084871758759,41.9942264217792,55.9275253809547,67.1420802532602,84.9294861818311,108.196460537936,117.440839644947,125.396958004354,139.966876945263,126.150116350499,201.998239165267,193.319128143638,142.563348649174,140.691308321546,47.2862148736003,98.4471320321464,216.208418424009,189.594220594428,318.239157640268,285.348466615187,297.661205567901,195.016873395592,68.2945531144652,30.1799795340689,141.54552906179,109.536556863028,238.639476044289,326.741030326078,350.584380844565,373.025951937366,39.3020267285876,60.448210053197,62.7909917667026,99.51495541173,86.5841199499848,107.785305404053,171.235324645821,233.364075764789,68.6986225637526,86.6713019472798,280.958593731499,122.754872860091
"ANKRD30BP2",0.918225274104758,12.2827135145492,6.24646477306578,0,0,0,0,0,3.32943706182204,1.94259546872582,0,0,0,0,0,13.2548982798008,1.55275932588021,7.3689208878017,7.93249778894412,7.55896075592026,6.67791347832295,7.19379431284931,6.91286515433509,2.72764186230091,7.04645037869679,10.5474076826092,9.38802223413349,11.249054961191,2.57870092551405,1.80672082377232,5.34612557434403,5.06083842883257,11.3486915696641,12.7028557460834,3.72773135213809,7.05102473285062,2.98349210287752,9.60769247862584,7.01558396961382,15.4250634324197,2.35498459015397,12.4882673934078,12.0464280052587,3.91201988796527,2.84094614338439,4.84778976744923,0.9684651404546,5.90542404122479,1.78645576039035,13.3341639823229,3.36380313035907,0,2.34011134999959,8.05871442273295,6.89538220050286,6.27885405645173,11.2161016430616,3.93960463396726,5.3823485389176,4.58896720972303
"ANKRD33B",2.75467582231427,11.1661031950447,3.12323238653289,0,1.92048532692732,0,6.8367463603816,3.84822141647737,16.6471853091102,15.5407637498066,0,3.37609560800384,43.2542711771073,0,11.7913463278403,11.9294084518207,8.54017629234117,5.52669066585127,10.3122471256274,83.1485683151229,23.3726971741303,38.366903001863,7.90041731924011,9.09213954100302,21.1393511360904,10.5474076826092,64.862699072195,4.82102355479615,1.7191339503427,6.32352288320312,53.4612557434403,2.02433537153303,21.7516588418562,3.17571393652085,11.1831940564143,29.7709933164804,21.8789420877685,14.4115387179388,13.0289416578542,7.71253171620983,3.92497431692329,39.5461800791248,8.03095200350579,34.2301740196961,7.57585638235838,5.81734772093907,12.5900468259098,15.7477974432661,13.3984182029276,16.8899410442756,50.457046955386,4.21673539880212,4.68022269999918,1.00733930284162,33.3276806357638,24.0689405497316,11.2161016430616,68.2864803220992,4.30587883113408,3.44172540729227
"ANKRD34C",0,6.69966191702683,0,0,2.88072799039098,0,0,0,0,0,0,0,0,0,0,1.32548982798008,0,0.921115110975213,0,0,0,3.59689715642465,11.8506259788602,6.36449767870212,4.69763358579786,3.51580256086974,1.70691313347882,8.83854318379294,2.57870092551405,2.71008123565848,7.12816743245871,2.02433537153303,4.72862148736003,2.11714262434723,0,0.783447192538958,3.97798947050335,9.60769247862584,6.01335768824041,5.50895122586417,0,0,0,1.95600994398263,1.8939640955896,0.969557953489846,0.9684651404546,1.96847468040826,1.78645576039035,6.22260985841734,1.12126771011969,0.843347079760424,10.5305010749981,1.00733930284162,8.04461256725334,5.23237838037644,8.41207623229623,2.62640308931151,1.07646970778352,6.88345081458454
"ANKRD44",1481.09736713097,1357.79814851744,1540.79464402289,2191.94934803188,1452.84714982052,1692.45379139437,1757.04381461807,1723.04113922774,1605.62102306368,1500.6549995907,1836.21948709926,1159.12615874799,1727.89430649602,1569.59305011462,1455.69530120065,1394.41529903504,1499.18912913735,1413.91169534695,1117.68893846223,1264.86609982399,1368.97226305621,1505.90094282312,1173.21197190716,1337.45372648154,1536.1261825559,1454.37032601312,1339.07335321413,1467.19816850963,1388.20066490173,1620.62857892377,1577.99806536055,1482.82565964794,1223.76724092878,1543.39697314913,1373.29623012767,1549.65854684206,1510.64150142365,1512.25079613571,1749.88708727796,1332.06440641396,1500.12518392808,1379.95354697157,1743.72045376119,1581.43403970996,1461.19329974737,1552.26228353724,1212.51835584916,1317.89379853333,1434.52397559345,1488.09270042723,1347.76378756387,1379.71582248805,1303.44202194977,1370.98879116744,1504.34255007637,1292.39745995298,1177.69067252147,1378.86162188854,1852.60436709544,1894.09621581318
"ANKRD52",117.532835085409,147.39256217459,155.120541864467,79.6477363894111,175.72440741385,159.434052812513,122.084756435386,109.674310369605,143.998152923803,88.388093827025,133.326444458801,212.694023304242,220.824437062074,156.02932887907,120.057344428919,145.803881077809,141.301098655099,136.325036424331,122.160465949739,131.861870964387,112.6897899467,99.5141546610821,131.344437932367,112.742530308437,151.498683141981,147.663707556529,162.156747680488,126.150116350499,69.6249249888793,114.726772309542,145.236411436346,145.752146750378,115.378364291585,143.965698455612,133.452782406544,115.166737303227,132.268149894237,100.880771025571,134.298321704036,111.280814762456,101.264337376621,148.818519771443,127.491363055654,106.602541947054,82.3874381581474,71.7472885582486,99.7519094668238,124.013904865721,119.692535946153,110.229088920536,118.854377272687,114.695202847418,112.32534479998,105.77062679837,129.863031442804,97.3222378750018,89.7288131444931,74.852488045378,125.946955810672,104.399004021199
"ANKS4B",0,8.93288255603578,1.04107746217763,0,0,13.2861710677094,1.95335610296617,0,4.16179632727755,5.82778640617747,0,0,0,0,11.7913463278403,27.8352863875817,3.10551865176043,7.3689208878017,10.3122471256274,5.87919169904909,8.34739184790369,13.1886229068904,4.93776082452507,3.63685581640121,14.0929007573936,18.7509469913053,5.97419596717586,13.6595667385891,4.29783487585675,2.71008123565848,4.45510464528669,7.0851738003656,1.89144859494401,8.46857049738894,2.23663881128286,7.83447192538958,14.9174605143876,0.960769247862584,9.02003653236062,5.50895122586417,2.35498459015397,9.36620054505588,5.01934500219112,5.8680298319479,6.62887433456359,3.87823181395938,9.684651404546,11.8108480824496,16.9713297237083,13.3341639823229,19.0615510720347,2.53004123928127,15.2107237749973,1.00733930284162,13.7907644010057,12.5577081129035,9.81408893767894,7.87920926793453,13.9941062011858,4.58896720972303
"ANO2",1.83645054820952,2.23322063900894,0,0,0,0,1.95335610296617,3.84822141647737,3.32943706182204,1.94259546872582,0,0,1.1382702941344,10.3330681376868,10.7194057525821,9.27842879586055,1.55275932588021,3.68446044390085,2.37974933668324,6.71907622748468,0.834739184790369,13.1886229068904,5.92531298943008,4.54606977050151,12.9184923609441,3.51580256086974,0.853456566739409,6.42803140639486,1.7191339503427,3.61344164754464,2.67306278717202,9.10950917189863,1.89144859494401,2.11714262434723,2.98218508171048,10.9682606955454,6.96148157338087,0,1.0022262813734,13.221482942074,0.784994863384658,10.4068894945065,5.01934500219112,5.8680298319479,2.84094614338439,0.969557953489846,10.6531165450006,2.9527120206124,2.67968364058552,4.44472132744096,4.48507084047876,0.843347079760424,4.68022269999918,10.0733930284162,3.44769110025143,3.13942702822586,7.01006352691353,2.62640308931151,1.07646970778352,8.0306926170153
"ANO3",0,5.58305159752236,0,0,0,1.02201315905457,2.93003415444926,0.962055354119342,2.49707779636653,5.82778640617747,0,2.25073040533589,0,0,4.28776230103283,11.9294084518207,0,2.76334533292564,3.17299911557765,8.39884528435585,5.00843510874222,7.19379431284931,4.93776082452507,4.54606977050151,1.17440839644947,2.34386837391316,1.70691313347882,2.41051177739807,6.01696882619944,1.80672082377232,5.34612557434403,5.06083842883257,2.83717289241602,16.9371409947779,2.23663881128286,3.13378877015583,0.994497367625839,2.88230774358775,2.00445256274681,0,5.49496404369261,10.4068894945065,5.01934500219112,4.89002485995659,8.52283843015318,4.84778976744923,9.684651404546,1.96847468040826,3.57291152078069,9.77838692037011,3.36380313035907,5.06008247856254,1.17005567499979,2.01467860568324,2.29846073350095,4.18590270430115,0,10.505612357246,1.07646970778352,5.73620901215379
"ANO7",0,1.11661031950447,0,0,0,0,0,0,0,0.971297734362912,0,0,0,2.06661362753736,7.50358402680745,5.30195931192031,0.776379662940106,0,8.72574756783853,1.67976905687117,3.33895673916148,0,0.987552164905013,1.8184279082006,14.0929007573936,1.17193418695658,0.853456566739409,0,1.7191339503427,1.80672082377232,0,1.01216768576651,0,10.5857131217362,1.49109254085524,0.783447192538958,7.95597894100671,5.7646154871755,1.0022262813734,0,0,1.04068894945065,18.069642007888,6.84603480393922,0.946982047794798,2.90867386046954,4.842325702273,0,0.893227880195173,10.6673311858583,6.72760626071814,7.59012371784381,9.36044539999835,0,0,1.04647567607529,8.41207623229623,1.31320154465575,0,4.58896720972303
"ANP32B",3678.41044806366,3903.66967698763,2874.41487307244,2314.14861482111,2217.20030993759,2291.35350260035,2998.40161805307,2111.71150229195,2801.72128752325,2802.193963637,3190.07907351425,2672.74235633637,3162.11487710537,3400.61272411272,3766.79918145734,3947.30870772467,3197.13145198736,3388.78249327781,3711.61571544695,3493.0797537636,3799.73276916576,3900.23548328313,4077.6028888928,4132.37742138587,3115.70547578043,3539.24124460887,2611.57709422259,2760.03598512079,3751.15027964777,3574.59714983353,2919.8755845209,2912.00643195026,1611.5142028923,3068.79823399132,2572.88017924571,2781.2375335133,3049.12892914082,2868.85697411767,3802.44651153069,3567.59681386963,3106.22467441309,3571.64447451464,3690.22244561091,3862.14163439371,3554.97060742167,3568.94282679612,3601.72185735066,3512.74306718855,3719.4008931327,3657.11670821842,3360.43932722871,3219.8991505253,4343.24666559924,3979.99758552723,3608.5833515965,3763.12653116674,3806.46449511404,4086.68320696871,3755.8028104567,3517.4433662527
"ANTXRLP1",0,0,2.08215492435526,0,0,0,0.976678051483085,0,4.16179632727755,0,0,0,0,0,5.35970287629104,2.65097965596016,1.55275932588021,4.60557555487606,0,0,0,1.19896571880822,2.96265649471504,4.54606977050151,4.69763358579786,2.34386837391316,2.56036970021823,0,0,0.90336041188616,0.891020929057339,1.01216768576651,3.78289718988803,1.05857131217362,0,0.783447192538958,7.95597894100671,0.960769247862584,1.0022262813734,1.10179024517283,1.56998972676932,2.08137789890131,1.00386900043822,0.978004971991317,1.8939640955896,3.87823181395938,2.9053954213638,0,0,2.66683279646458,4.48507084047876,0.843347079760424,3.51016702499938,2.01467860568324,4.59692146700191,5.23237838037644,8.41207623229623,7.87920926793453,5.3823485389176,1.14724180243076
"ANXA1",13721.0402709474,13312.2282291323,11119.7483735193,9715.93277462611,11394.2394446598,11401.5788024128,11827.5712034602,11287.7954698822,10699.9783574306,10584.2314113527,12871.9636418558,12798.7784499426,12335.4351775345,12173.3875730088,13760.5011645896,13098.4904800991,11263.7161499351,11710.1364058279,13314.6975387427,13089.6003756686,13668.0194117575,12718.6283451176,10156.9740160481,10643.2585466981,11917.8964071692,12955.732436805,12086.6518981635,12133.7127834961,14445.0230177545,14463.7035547093,12115.2115723926,11360.5701050434,12450.460376219,12136.5200940705,12798.0472781605,12015.72959197,16700.5942945407,16523.3095247407,17053.8824038498,17108.5989270438,10160.973511651,10776.3340715615,15341.1260646969,14424.5953318999,18497.4003395758,18822.0285510984,19524.2572315647,19520.3791682686,12201.4928434661,11318.9273324611,11325.925139919,12080.1035704883,13873.3501384726,15075.8400063277,16861.507940963,17622.6503851078,16547.9559616321,19611.351867889,13924.1356701798,13680.8584939868
"ANXA7",1257.05040024941,1055.19675193173,1069.18655365643,798.659493658204,1137.88755620444,1241.74598825131,1181.78044229453,1177.55575344207,1292.65393925241,1339.41957568646,921.361608048627,1205.26613205737,1013.06056177962,1128.3710406354,1196.28568198816,1053.76441324416,1269.38074890707,1282.1922344775,1193.0476674572,1092.6897714947,1247.10034207681,1408.78471959966,1303.56885767462,1402.00791722267,1058.14196520097,1176.62192370441,1263.11571877432,1222.12947114082,1442.35338433752,1355.04061782924,1344.55058194752,1285.45296092347,1300.37090902401,1363.43985007962,1121.30159072314,1180.65491915621,1542.46541718768,1222.09848328121,1130.5112453892,1246.12476729047,1234.79692010407,1260.27431778474,1251.82464354646,1174.58397136157,1547.3686660967,1382.58964167652,1173.77975023097,1226.35972589435,1266.59713411676,1344.08372941815,1378.0380157371,1271.76739627872,1519.90232182473,1421.35575630952,1460.67179613986,1321.69877888309,1574.46026814478,1398.55964505838,990.352131160839,1078.40729428491
