"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"1",17.3487253488332,35.5174069654707,10.7164346678069,3.31429323897881,0.000918750998422569,0.584884193744972,"RAB4B-EGLN2"
"2",746.625285634089,25.553930791464,6.33104482848392,4.0362896620941,5.43031652914755e-05,0.142208126178503,"RPS4Y1"
"3",351.778838426637,24.5740414548011,6.48490035853508,3.78942467827713,0.000150996585649636,0.253104309591108,"DDX3Y"
"4",147.872045097278,23.201871445484,6.14993059510663,3.77270459994219,0.000161487443442746,0.253104309591108,"UTY"
"5",157.75485349199,23.0350942911042,6.18026523040444,3.7272015734504,0.000193617605326143,0.253104309591108,"KDM5D"
"6",124.81023019802,23.0007480521139,5.70956872863967,4.02845628895581,5.61442966453574e-05,0.142208126178503,"EIF1AY"
"7",66.294582830789,22.8566448415891,4.6712369425422,4.8930604725758,9.92798843886522e-07,0.0136271569311864,"BOLA2"
"8",99.4945655548817,22.7947519950685,6.20001531682868,3.67656381964038,0.000236396734556748,0.280211095476897,"TXLNG2P"
"9",568.365215441768,22.4538277305145,5.41269691685172,4.14836228139939,3.3486219246057e-05,0.131323384391823,"RNU1-3"
"10",79.0662950036538,22.1852901403781,5.53019421261842,4.01166564634516,6.02918502305305e-05,0.142208126178503,"ZFY"
"11",82.2414909566118,22.0015855025648,9.46799522210819,2.3237850238021,0.0201370188009794,1,"SULT1A3"
"12",35.0759333986169,21.0357121301488,5.52519111927258,3.80723701244894,0.000140528051934732,0.253104309591108,"USP9Y"
"13",19.1535718231919,20.5078064536019,4.50504736591203,4.55218442513537,5.30917626315645e-06,0.0293620292469406,"LOC102723859"
"14",45.4850495273807,20.4126344191265,6.4715334474775,3.15421910197853,0.00160928216199585,0.651926280079918,"SLX1A-SULT1A3"
"15",28.9986374396295,18.8669143429461,4.10252836391127,4.59885043304337,4.24828633096849e-06,0.0293620292469406,"ARPC4-TTLL3"
"16",90.8445691850588,9.0125953251101,3.51398837770983,2.56477664589884,0.0103242240154428,1,"C21orf33"
"17",26.5385889474784,7.78970453335568,2.43814557939308,3.19493003173943,0.00139864744119256,0.651926280079918,"RTEL1-TNFRSF6B"
"18",21.1141240790128,7.65840527643714,3.58393705266809,2.13686936011775,0.0326086187300704,1,"BIVM-ERCC5"
"19",6.71931842129341,7.5033142121263,8.08854154256893,0.927647360483635,0.353590522125448,1,"LOC101929599"
"20",39.8259741732401,7.32058549406456,2.84418775429635,2.573875611062,0.0100566421494667,1,"NPIPA8"
"21",82.1810489520172,7.29652393936231,2.26771610642248,3.21756498474283,0.00129283736199411,0.645290386572041,"RPS10-NUDT3"
"22",23.8809306779375,6.95135438246915,3.7381424887781,1.85957448206887,0.0629457524017974,1,"POC1B-GALNT4"
"23",7.04274988739688,6.641061961235,7.20498312694646,0.921731785380258,0.356668496633889,1,"P2RY11"
"24",30.5117895529872,6.42326820858373,3.3020930693431,1.94521113539103,0.0517495721815398,1,"SENP3-EIF4A1"
"25",15.3637469038318,6.41805278931447,4.63271116109041,1.3853772804182,0.165937134365166,1,"TTTY15"
"26",6.13818246354376,6.33962800679531,4.13515356116106,1.53310582376904,0.125249783007906,1,"PAM16"
"27",17.7877212762241,6.32351918334288,2.25238044103434,2.8074827272248,0.00499303574544135,0.926106099658726,"LOC613037"
"28",10.2012948457767,6.29954652281623,5.10935865284124,1.23294271372262,0.217597137858528,1,"LINC00278"
"29",6.25806695856685,6.15621755085216,5.71634342327713,1.07695026260736,0.281502486473874,1,"C4B"
"30",0.965924560713533,6.08980951337298,10.1061978861538,0.602581661468991,0.546787023046148,1,"PRR20C"
"31",22.1384567819509,6.02618220566016,2.83347456956861,2.12678182129498,0.0334382154167363,1,"RIMBP3B"
"32",48.9931641103748,5.99052052536832,2.86853417401831,2.08835599018737,0.0367657342942669,1,"PWP2"
"33",2.71727182644954,5.97786437540851,6.6001919461397,0.905710686021007,0.3650890049509,1,"TSPY3"
"34",5.92457216920407,5.97595970300723,3.43238723087725,1.74105055782995,0.0816747167925711,1,"LOC102723942"
"35",0.613110779343078,5.83341742396109,11.0840283728799,0.526290372752397,0.598686471013239,1,"TRNAD5"
"36",3.2988172556262,5.80427506879121,2.19988531522505,2.63844439008741,0.00832873592329773,1,"IRG1"
"37",3.94851013548161,5.77113665963395,3.35397571160109,1.72068528691848,0.0853079476613456,1,"NUTM2F"
"38",3.99996096059453,5.69278091253662,4.49333833422202,1.26693796217824,0.205177473367005,1,"FAM197Y4"
"39",6.94611421347148,5.62904340039872,2.27428840934446,2.47507896415884,0.0133206720429883,1,"LOC102723652"
"40",12.3744132923205,5.52812277031143,2.92397430453472,1.89061947696941,0.0586751583670321,1,"LOC613038"
"41",6.50765785406917,5.49395584097201,2.06984209282994,2.65428742608115,0.00794760975003792,1,"PADI6"
"42",3.81978713477257,5.39393212517663,4.81200479428569,1.12093240879186,0.262316634447424,1,"CHRNA7"
"43",3.95373308574798,5.37405582016034,1.99716788357425,2.69083829374554,0.0071272732581011,1,"C6orf229"
"44",3.68014898693837,5.33946575758199,5.44740168265948,0.980185796575076,0.326994414288873,1,"LOC102723552"
"45",6.89464638680568,5.33558495676423,3.27036925416384,1.63149312572914,0.102786309186449,1,"TRNAK26"
"46",1.37045515693552,5.2695805756309,2.32192110952529,2.26949165241374,0.0232384442852019,1,"TUBA4B"
"47",2.29403403301901,5.23556936645386,2.78778360808269,1.87804008577791,0.0603756815485083,1,"DUX4L"
"48",3.85501425167122,5.20033586920377,1.87058093167313,2.78006462118288,0.00543480822413418,0.928206261479394,"C19orf33"
