"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"1",45.4850495273807,31.2075084292824,4.9297105404249,6.33049510176567,2.44375777032653e-10,2.23620127703346e-06,"SLX1A-SULT1A3"
"2",4.54078089733651,24.3029114622903,8.53534988119433,2.84732457375135,NA,NA,"LOC101929627"
"3",5.44432707815727,7.08780289941177,8.53748565198894,0.830197928093801,0.406426886488448,1,"TRNAD8"
"4",1.09789255357626,6.18531222133279,6.80714605565526,0.908649846905244,0.363534985617702,1,"RBMY1A1"
"5",1.38235329601067,6.05020213017873,8.54046596559769,0.708415928890752,0.478687003454833,1,"NARR"
"6",2.52868744119052,5.82819402590185,2.88283049186718,2.02169154320516,0.0432082280805332,1,"RBM11"
"7",2.71727182644954,5.38125297662604,5.03525778462908,1.06871449423169,0.28519833837631,1,"TSPY3"
"8",2.24482256803679,5.32950980901426,2.60604329181681,2.04505804863233,0.0408491355354617,1,"CT45A3"
"9",0.993164311693025,5.18062508438578,1.58544160775423,3.267622761411,0.00108454819635847,0.932160735803171,"AQP11"
"10",0.952855293418169,5.17674079354912,8.54337030787711,0.60593660429024,0.544556851459476,1,"TRNAE18"
"11",1.44158270209864,5.08238040864817,1.61672565581525,3.14362575392256,0.00166868699860092,0.932160735803171,"TNK1"
"12",1.19374884428725,5.07213638602109,1.65915665660391,3.05705694868086,0.00223521805136757,0.940350424041864,"AKR1B10"
"13",0.954397272936038,5.07075603737143,2.34884988521824,2.15882507830009,0.0308637401092937,1,"TRIM64"
"14",0.39684745917432,4.983622669382,8.54682247029908,0.583096546898044,0.559828308178425,1,"TRNAH9"
"15",0.256528033550649,4.98004201834993,6.03383417600536,0.825352814327244,0.409171315473093,1,"LOC101929266"
"16",0.198179981699199,4.97988061732464,8.54685412763178,0.582656559122122,0.560124522439822,1,"TMX2-CTNND1"
"17",2.74534034562928,4.95515240390073,2.52328283389709,1.96377208980878,0.049556528157359,1,"MSLN"
"18",0.276662617493961,4.82912346632115,8.54819694423013,0.564928896447656,0.572122128073374,1,"AMY1B"
"19",3.09453763639565,4.82470822214341,1.36725226288394,3.52876228704619,0.00041750798082649,0.686707857051051,"CYP4A22"
"20",0.970910837445337,4.78441759540691,2.15005270209649,2.22525596267556,0.0260640599146357,1,"LOC101928215"
"21",1.82689060928611,4.70082484108925,1.43168028165266,3.2834319933937,0.00102551384434823,0.932160735803171,"VEGFC"
"22",0.612074032919541,4.69313655618272,2.24845438565042,2.08727229964469,0.0368635272477216,1,"RP11-453E2.2"
"23",0.70213306818811,4.69170640503495,2.39366904633442,1.96004807440681,0.0499901715336995,1,"LOC100287082"
"24",1.37991496320092,4.66180654384197,2.04897986404757,2.2751841663456,0.0228948842995804,1,"LOC102723853"
"25",1.16417403040343,4.66051148208073,1.68875710616754,2.75972871709022,0.00578493773351981,1,"CRISP2"
"26",1.11172479884954,4.65834234082322,2.5177940878431,1.85016811474597,0.0642893230228318,1,"MFRP"
"27",0.251288928848926,4.65797302340789,8.54990125323639,0.544798458537133,0.5858921389723,1,"LOC101928387"
"28",1.83818234671837,4.60357357161283,1.70388068819215,2.70181686048528,0.00689617358394365,1,"B4GALNT4"
"29",1.48833258189381,4.54167258294779,1.52781015065126,2.9726681557992,0.00295223445659386,0.948416999889454,"CHST4"
"30",1.11423911969807,4.54092934601833,1.8112467920394,2.50707378253264,0.0121735297721982,1,"LAG3"
"31",0.847318509158868,4.53972866039139,2.27749738141742,1.9932969835364,0.0462289365243895,1,"LOC102724587"
"32",0.52141617278988,4.46922495680241,3.29724446797863,1.35544240052733,0.175276648345512,1,"NBPF23P"
"33",0.239096000962325,4.46552493986676,5.32847723283682,0.838048985617861,0.402003192307744,1,"GSX1"
"34",2.09963958476439,4.41280634753387,1.77941800854765,2.4799155265016,0.0131413511601495,1,"LOC101928635"
"35",22.6669181810123,4.37590340250062,1.04069254594146,4.2047994093606,NA,NA,"MTRNR2L1"
"36",1.09703751895636,4.37197783471631,1.77269930620244,2.46628281481204,0.0136523493084747,1,"MYF5"
"37",1.43758160987102,4.37157083146957,1.55660826335183,2.80839497925851,0.00497891189500132,1,"RP11-423H2.3"
"38",1.16923501921154,4.37071638679363,2.01635363713968,2.16763384472267,0.0301865565441873,1,"CA7"
"39",2.33650918530968,4.37046827207069,1.36158622037084,3.20983585665281,0.00132810790035771,0.932160735803171,"TMEM196"
"40",0.532638574341931,4.36973776540014,3.14265082339997,1.39046238699615,0.164388513296951,1,"GZMK"
"41",1.44279971835567,4.25425787503032,1.78032728591621,2.38959314317365,0.0168670463134827,1,"RP1-232P20.1"
"42",0.776142149549547,4.25407832195877,1.8778389448807,2.26541170293443,0.0234874268440481,1,"NBPF18P"
"43",2.13114160429996,4.25378272290742,1.3475517428258,3.15667487022596,0.0015957916991486,0.932160735803171,"DRD5"
"44",0.519556535863688,4.25374570225486,2.75846776033783,1.54206830451913,0.123056996131153,1,"LOC102723434"
"45",1.39092312421677,4.25353622312578,2.25000838544646,1.89045349814631,0.05869733423687,1,"TUBA3D"
"46",0.903000860815293,4.25252993480228,1.74527212889943,2.43659992294951,0.0148260725990649,1,"NKX2-2"
"47",1.27316865587612,4.25216239933096,2.120614429263,2.00515583627749,0.0449463897810344,1,"SGCG"
"48",0.724269717924961,4.25117099294077,2.43160608449475,1.74829756351103,0.0804125149310026,1,"KLHDC9"
"49",0.528708036305605,4.24325985263023,3.1783834918365,1.33503709150541,0.181864207014012,1,"CXorf51A"
