"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"2097",2.49588807537825,0.809913994279833,0.958077381846776,0.845353423038392,0.397913541579669,1,"LOC101927170"
"2098",1.72868317322766,0.809346711261917,1.07787007676701,0.750875943870242,0.452727319099651,1,"RP11-420A23.1"
"2099",2.29213511955255,0.808672948794243,1.03276430344454,0.783017912312721,0.433616593443866,1,"LOC100422212"
"2100",0.178234550676339,0.80841545997522,3.03466869846808,0.266393316800385,0.789936311752397,1,"RP5-1013A22.2"
"2101",2.4418682658592,0.808252042112693,0.900669705962896,0.89739006070888,0.369510814352393,1,"HOXC10"
"2102",1.92234698027633,0.808248160727091,0.803742866057314,1.00560539304302,0.314605428615969,1,"LPAL2"
"2103",2.82802492199577,0.808228585593698,0.900913590674797,0.897121093476149,0.36965430421979,1,"LOC100507033"
"2104",22.0933535057948,0.807841334489805,0.399071503286034,2.02430223114875,0.0429390642126733,1,"EIF5A2"
"2105",14.6537655449486,0.807236928240109,0.439272233114701,1.83766891550672,0.0661112069792184,1,"DKFZp667F0711"
"2106",3.02644414166125,0.807229951519381,0.79185330223089,1.01941855801469,0.30800429946372,1,"LINC00086"
"2107",3.85687217203438,0.807025706231046,0.738194062152317,1.09324329144296,0.274286994052022,1,"LOC100130698"
"2108",1.8729254628581,0.805730725109512,0.971370626681363,0.829478165159522,0.406833887206081,1,"BAI2"
"2109",0.835310663643918,0.805694005724732,1.44276039173885,0.558439232417303,0.576544489063497,1,"OR52J3"
"2110",0.942467793333812,0.805690467001341,1.06854281219379,0.754008597322559,0.450844059361886,1,"KRT34"
"2111",1.76197364585097,0.805552933593384,1.17301627769108,0.686736364118497,0.492248877198198,1,"ATP6V1G2"
"2112",2.05498971083557,0.80552903878829,1.00914027026895,0.798232973671343,0.424735305798551,1,"GAD1"
"2113",0.38908746211999,0.805275051489498,2.33363733577636,0.345072920776525,0.730039550617822,1,"TBC1D21"
"2114",1.76559421004205,0.805148234146688,1.03524870406238,0.777734114505271,0.436725776324184,1,"TREML1"
"2115",2.68152916033288,0.804981766167918,0.887479590949,0.907042566812308,0.364384287678176,1,"SELE"
"2116",4.08202610017725,0.804574485188597,0.66140858062524,1.21645607383566,0.223811234450896,1,"PLEKHG6"
"2117",14.7322345260289,0.804166759059644,0.74971059991666,1.07263624010256,0.283434358058029,1,"DDX43"
"2118",2.18067362836798,0.803667715946144,0.883182143519388,0.90996825721998,0.362839250408404,1,"TMPRSS9"
"2119",2.71415482659326,0.803285891364441,0.894784776596982,0.897742018387342,0.369323102669242,1,"TSPAN11"
"2120",4.19392320601058,0.803229556743407,1.06355243745127,0.755232679141136,0.450109383959152,1,"FAM3B"
"2121",0.611613675032029,0.802767362392352,1.68532206421303,0.476328756051271,0.633840181901875,1,"C20orf57"
"2122",2.78072454504766,0.802616849178502,0.878938421525286,0.913166189487612,0.361155143146412,1,"PNLIPRP1"
"2123",0.836789902831882,0.802345820525095,1.28479388883001,0.624493802080384,0.532303339442138,1,"TSPAN16"
"2124",22.2035171086487,0.802201222746045,0.442953461832168,1.81102822727231,0.0701364823322066,1,"ANP32A-IT1"
"2125",0.677687329042826,0.802006502498026,1.50286618551055,0.533651305904905,0.59358280457816,1,"LOC101929410"
"2126",3.83585818714981,0.801739920503234,0.853508189952608,0.939346487756317,0.347552877897898,1,"RP11-392P7.6"
"2127",0.452312455694706,0.801335820218248,1.88371201869948,0.425402509652985,0.670543276852311,1,"TDO2"
"2128",0.68003119301923,0.801272512092601,1.91305478844188,0.418844518690033,0.675329766748428,1,"FAM27L"
"2129",0.494833649758291,0.800168921938886,1.6405522449328,0.487743639015691,0.625731437306732,1,"LRRC3-AS1"
